Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class
-0.13613,0.75734,-0.087614,0.88203,-54.651,-0.13613,-0.13423,0.3203,0.98925,0.24258,-0.13423,-0.18074,-0.02569,-0.13423,-4098.7,-0.089053,1.3204,-0.13423,-0.051129,42.059,0.78476,-0.098364,-0.051853,-0.13423,0.24258,-0.091566,,-0.254,4.0217,0.2832,-0.051129,102.15,3.5733,-0.12988,-0.098364,2.6416,24.037,0.25725,-0.037468,0.02216,-0.78844,-0.037468,88.787,46.728,-0.45,0.4747,41.607,-0.16515,-0.062906,0.86495,0.74268,0.27985,0.70325,0.74577,-921,-0.010871,-0.56118,1.0109,0.060463,8.6783,7.8112,103.26,3.5349,7.6109,1
-0.044942,0.90959,0.41025,1.7102,21.615,0,-0.044942,0.099488,3.1929,0.090493,-0.038048,-0.077797,-0.010858,-0.044942,-9576.1,-0.038116,1.0994,-0.044942,-0.014076,0,1.1966,-0.042129,-0.014076,0.15005,0.082228,-0.038116,-6.1108,33.755,3.7818,0.2181,-0.014022,65.537,5.6028,3.5584,-0.024428,3.1986,,0.090493,-0.007651,0.74392,-0.95176,-0.013195,63.809,63.809,,0.74392,0,-0.052402,-0.016412,1.0861,0.57769,0.17848,7.4457,7.4457,2482,-0.007662,-0.49664,1.0119,0,,5.7202,66.039,5.527,262.71,1
-0.034009,0.8598,-0.32422,0.54458,-163.48,0.021679,-0.034009,0.16307,1.3334,0.1402,0.013006,-0.047771,0.039206,-0.034009,6003.2,0.060801,1.1631,-0.034009,-0.025505,62.643,0.78871,0.012799,-0.025505,0.095183,-0.012304,0.060801,0.27224,-0.5295,4.1059,0.6434,0.009754,197.1,1.8712,1.5493,0.015049,1.3451,1.0921,0.28566,0.011286,0.020476,0.28925,0.009599,102.14,39.495,-0.14861,0.34192,62.702,-0.073486,-0.055112,0.45092,0.71191,0.53442,0.22898,0.46653,-4137,0.011285,-0.24257,0.99033,1.0375,5.8267,9.2417,194.88,1.873,2.1777,1
0.023015,0.71069,0.20529,1.5983,36.327,0,0.029478,0.40688,1.7933,0.28917,0.062728,0.085912,0.046185,0.029478,3132.1,0.11654,1.4071,0.029478,0.016438,6.5928,0.86389,0.06107,0.012834,0.092069,0.24241,0.10744,1.8367,0.45475,3.842,0.37538,0.028895,72.231,5.0749,2.4501,0.05937,1.804,1.5684,0.61818,0.033107,0.11692,0.20705,0.034055,103.46,96.865,0.71055,0.21132,6.7897,0.007727,0.004309,0.77166,0.34312,0.19705,0.64054,1.3693,1427,0.033133,0.079592,0.96521,1.1378,55.363,3.7681,69.838,5.2264,3.9723,1
-0.046182,0.82856,-0.003185,0.98378,-30.969,-0.10778,-0.046182,0.20692,1.1201,0.17144,-0.037966,-0.23525,-0.024912,-0.046182,-10838,-0.033678,1.2069,-0.046182,-0.041229,33.234,0.92407,-0.037966,-0.041229,-0.070214,0.15165,-0.033678,-4.6211,-0.003947,2.4414,0.73951,-0.033894,57.753,6.3212,1.4977,-0.12056,1.2029,,0.17144,-0.10763,0.001106,-1.4028,-0.033894,62.86,29.626,-0.4528,0.52065,30,-0.056243,-0.050212,0.23308,0.19631,0.1582,0.21248,0.21248,-0.88,-0.10763,-0.26937,1.0316,0,10.983,12.32,63.968,5.7059,1.3882,1
0.005981,0.90829,-0.028891,0.96812,-48.239,0.005981,0.040826,0.035314,1.0503,0.032075,0.040826,0.045055,0.021472,0.040826,5580.1,0.065411,1.101,0.040826,0.014755,42.011,1.1938,0.096406,0.002162,0.040826,0.032075,0.027047,,-0.23546,4.3561,0.28202,0.014755,125.54,2.9074,0.10614,0.096406,2.8069,261.07,0.034216,0.034843,0.14474,0.25968,0.034843,98.424,56.413,0.01878,0.61667,44.122,0.077821,0.028126,0.96584,0.90615,0.34395,0.26141,0.27886,-656,0.047847,0.18646,0.95215,0.066731,8.6883,6.4701,119.54,3.0535,22.55,1
0.050317,0.39884,0.24915,1.6632,9.585,0.050317,0.066515,1.5072,1.0588,0.60116,0.066515,0.17706,0.053846,0.066515,1564.9,0.23324,2.5072,0.066515,0.038501,5.7452,1.101,0.072,0.029125,0.066515,0.60116,0.19263,,0.66406,4.8767,0.11263,0.038501,84.037,4.3433,0.18052,0.072,1.7538,25.788,0.62433,0.041675,1.0208,0.13311,0.041675,50.989,45.244,1.8504,1.5908,6.0832,0.045489,0.02633,1.5666,0.37567,0.23024,1.6023,1.6641,18756,0.055556,0.083701,0.94444,0.038549,63.531,8.0674,79.369,4.5988,4.6047,1
-0.40024,0.87363,-0.55048,0.36515,-510.28,-0.27979,-0.40024,0.14465,0.23625,0.12637,-0.29031,-0.46159,-1.4057,-0.40024,-960.21,-0.38013,1.1446,-0.40024,-1.6941,105.67,,-0.29046,-1.6941,-0.40024,-0.22073,-0.38013,-2.6421,-0.80552,3.6306,3.6657,-1.6189,605.81,0.60744,0.6029,-0.28617,0.2364,,0.12637,-1.2113,0.044637,-0.131,-1.2294,429.37,323.7,-5.8517,0.28627,47.399,-0.35861,-1.5179,0.36242,0.8671,1.6463,0.18492,0.18492,-2351.3,-1.2113,-3.1672,2.6931,0,3.454,1.1276,1339.6,0.27246,0.34571,1
0.31416,0.22978,0.64622,3.8123,82.403,0.31416,0.38861,3.2435,1.2059,0.74529,0.38861,1.6912,0.18511,0.38861,190.88,1.9122,4.352,0.38861,0.16372,31.835,0.85466,0.40408,0.13236,0.38861,0.74529,1.5882,,5.2113,4.4526,0.034909,0.16372,42.61,8.566,1.7586,0.40408,2.3786,,0.74529,0.17024,0.64058,0.016609,0.17024,112.07,80.236,1.5175,2.9114,38.391,0.35332,0.14885,3.8123,0.22978,0.11674,6.0103,6.0103,18323,0.17076,0.42153,0.82924,0,11.465,4.5491,35.334,10.33,19.142,1
-0.18097,2.4037,-0.54753,0.29764,-259.94,-1.2277,-0.18097,-0.58397,0.90511,-1.4037,-0.074152,-0.23214,-0.16838,-0.18097,-5756.8,-0.063404,0.41603,-0.18097,-0.19994,66.308,2.3223,-0.095734,-0.19994,-1.2603,-1.4087,-0.063404,-0.89623,-0.71296,4.0758,2.6158,-0.081926,284.61,1.3027,0.4225,-0.094642,0.94143,0.041731,0.21624,-0.10456,0.047237,-1.1929,-0.10577,78.72,12.412,-1.1006,0.25816,59.097,-0.1243,-0.13734,0.096531,0.77956,0.76762,-1.8278,0.28157,-6520,-0.10456,0.12893,1.0787,-1.1541,5.5046,29.408,314.37,1.161,1.1786,1
0.018457,0.88345,-0.031327,0.95463,-159.15,0,0.018583,0.13193,0.97103,0.11655,0.044028,0.026911,0.036244,0.018583,9162.4,0.039837,1.1319,0.018583,0.019137,136.6,0.69062,0.033979,0.019007,0.043054,0.11212,0.039694,1.3354,-0.091928,4.2507,0.90754,0.041534,270.08,1.3606,1.0635,0.037771,0.98363,1.5348,0.30929,0.038898,0.022439,0.5821,0.034992,241.97,105.37,0.050788,0.5487,141.17,0.017368,0.017886,0.74619,0.69055,0.73494,0.34201,0.90758,-558,0.038911,0.15836,0.95523,1.6537,2.672,3.464,259.57,1.4062,2.8494,1
0.01014,0.85143,-0.022851,0.97316,-296.77,0,0.013578,0.17449,1.0557,0.14857,0.048351,0.015947,0.020353,0.013578,14464,0.025235,1.1745,0.013578,0.012862,276.77,,0.048332,0.009605,0.020398,0.093997,0.021197,1.3899,-0.13336,4.1661,0.80159,0.0458,309.07,1.1834,1.1834,0.050134,1.056,,0.14857,0.047491,0.00705,0.50464,0.045784,284.41,7.6415,0.012667,0.9472,289.97,0.040424,0.038293,0.97316,0.85143,0.845,0.86704,0.86704,-335,0.047493,0.068251,0.95421,0,1.3188,47.765,294.39,1.2399,6.1608,1
0.094815,0.78377,0.062029,1.0855,-85.299,0,0.13049,0.27589,2.5297,0.21623,0.15575,0.1798,0.056466,0.13049,2002.7,0.18225,1.2759,0.13049,0.051581,88.093,1.1193,0.15534,0.03748,0.20651,0.21255,0.13674,6.1481,0.29223,4.1323,0.30688,0.05934,113.46,3.2843,3.041,0.19522,2.5392,4.7167,0.2538,0.077171,0.02857,0.15579,0.061407,110.67,22.574,0.15529,0.24416,93.5,0.14299,0.056522,1.0051,0.72571,0.30448,1.0187,1.1957,841.29,0.077171,0.43849,0.94861,0.17373,4.1434,16.169,104.71,3.4859,11.918,1
-0.078539,0.73301,-0.13263,0.81906,-32.951,-0.078539,-0.078539,0.33488,0.99107,0.24547,-0.078539,-0.10715,-0.024876,-0.078539,-3406.6,-0.10715,1.3642,-0.078539,-0.024876,16.881,0.95569,-0.025777,-0.024876,-0.078539,0.24547,-0.10715,,-0.3319,4.3328,0.22795,-0.024876,83.986,4.346,-0.035166,-0.025777,3.2055,,0.24547,-0.008164,0.035821,-0.93491,-0.008164,66.373,49.493,-0.53787,0.61986,16.73,-0.025777,-0.008164,0.81906,0.73301,0.2301,0.61426,0.61426,-2854,-0.009008,-0.31995,1.009,0,21.622,7.3748,84.742,4.3072,7.9006,1
-0.10863,0.016777,0.50149,30.891,382.68,-0.67903,-0.10863,58.603,0.38988,0.9832,-0.10863,-6.4746,-0.13894,-0.10863,-113.04,-3.2288,59.605,-0.10863,-0.27861,0,0.43528,-0.13609,-0.27861,-0.31917,-0.78765,-3.2288,,1.0411,2.6253,-1.1405,-0.27861,11.637,31.366,31.366,-0.13633,0.41758,,0.9832,-0.34966,27.503,-0.00685,-0.34905,53.22,53.22,,27.503,0,-0.19055,-0.48873,30.891,0.016777,0.031882,2.0411,2.0411,211.63,-0.34972,-0.11048,1.2602,0,,6.8583,15.707,23.239,0.80938,1
0.012788,0.9414,-0.19025,0.52043,-189.33,-0.2325,0.010599,0.062243,0.54038,0.058596,0.044174,0.026717,0.019614,0.010599,32420,0.011258,1.0622,0.010599,0.019614,75.103,,0.041552,0.023665,0.010599,-0.022593,0.013584,1.2376,-0.23974,4.0562,1.7266,0.070691,250.34,1.4731,0.62078,-0.16246,0.54038,0.37299,0.31401,-0.30065,0.036077,0.75521,0.076893,129.78,54.681,0.11501,0.24015,69.446,0.041552,0.076893,0.21931,0.3967,0.67882,0.073841,0.39571,-2165.3,-0.070369,0.21825,1.1436,4.359,4.86,6.6751,267.95,1.3622,0.68097,1
-0.33575,0.81809,0.21104,1.5567,11.731,-0.33575,-0.31535,0.11554,0.83,0.09452,-0.31535,-0.83182,-0.19814,-0.31535,-1371,-0.26623,1.2224,-0.31535,-0.28689,54.03,0.25844,-0.22988,-0.30545,-0.31535,0.09452,-0.29117,,0.51492,4.8216,0.69975,-0.28689,104.49,3.4933,-0.28099,-0.22988,1.1838,0.97369,0.53351,-0.20913,0.15111,-0.20326,-0.20913,176.94,122.91,-2.0635,1.1275,44.845,-0.32743,-0.29788,0.72137,0.37911,0.28626,0.23062,1.3017,13995,-0.20482,-3.5522,1.2048,4.6444,6.7555,2.9696,125.89,2.8994,2.6819,1
0.28338,0.51229,0.38323,1.9141,0.52041,0.28338,0.34444,0.95202,1.1394,0.48771,0.34444,0.82159,0.12007,0.34444,519.25,0.70294,1.952,0.34444,0.11485,45.5,,0.35176,0.09449,0.34444,0.48771,0.58374,,1.94,3.8807,0.12739,0.11485,58.134,6.2787,0.68664,0.35176,3.03,4.6061,0.58076,0.11729,0.32401,0.045839,0.11729,81.132,35.632,0.758,1.0224,51.84,0.3361,0.11207,1.5664,0.41924,0.15927,2.469,2.94,2911.8,0.12231,0.58105,0.87769,0.19079,8.022,10.244,51.023,7.1536,15.182,1
-0.40031,1.2368,-0.36271,0.70673,-111.96,-0.40031,-0.38952,-0.19645,0.89301,-0.24296,-0.38952,-0.31495,-0.15474,-0.38952,-1235.7,-0.29539,0.80855,-0.38952,-0.16499,66.139,1.0285,-0.33039,-0.16956,-0.38952,-0.24296,-0.30411,,-2.8802,4.3154,0.49058,-0.16499,170.75,2.1376,-0.26714,-0.33039,2.4082,,-0.24296,-0.13994,0.083097,-0.1328,-0.13994,119.25,53.106,-0.93575,0.36083,59.063,-0.35458,-0.15019,0.70673,1.2368,0.46782,-1.9293,-1.9293,-7498.3,-0.1198,1.6476,1.1198,0,5.5187,6.873,191.21,1.9089,18.747,1
0.11156,0.72729,-0.16808,0.52652,-81.756,0.11156,0.11156,0.37496,1.1661,0.27271,0.11156,0.31426,0.1526,0.11156,1698.1,0.21494,1.375,0.11156,0.10891,0.5759,1.0859,0.146,0.10891,0.11156,0.27271,0.21494,,-0.20672,4.5129,0.5625,0.10891,147.5,2.4746,0.20074,0.146,1.0253,0.49771,0.645,0.14252,0.4809,0.12535,0.14252,5.7704,5.1945,69.023,0.52196,0.67154,0.10123,0.098824,0.257,0.355,0.4041,0.3354,0.79328,-5475.4,0.14242,0.40909,0.85758,1.3652,633.79,70.267,126.49,2.8856,1.2599,1
0.14043,0.79381,0.14738,1.1857,9.6175,-0.27155,0.14043,0.25975,5.5049,0.20619,0.14043,0.17691,0.02551,0.14043,2063.2,0.17691,1.2598,0.14043,0.02551,0,2.0482,0.14252,0.02551,-0.13112,-0.13105,0.17691,58.694,2.5057,2.171,0.13853,0.025951,62.307,6.7555,6.7555,0.14238,5.5053,,0.20619,0.025865,0.044524,0.18566,0.02589,60.061,60.061,,0.044524,0,0.14252,0.02589,1.1857,0.79381,0.14803,3.5057,3.5057,21.85,0.15526,0.68106,0.84467,0,,6.0771,52.633,6.9348,93.596,1
-0.041499,0.6976,0.136,1.1988,17.872,0,0.010064,0.43411,1.8176,0.30283,0.036,0.014708,0.041593,0.010064,3368,0.10837,1.4335,0.010064,0.005537,0.64261,0.51841,0.028581,-0.022832,0.18765,0.22043,0.034457,1.102,0.75513,3.273,0.29287,0.018172,112.68,3.8308,3.7576,-0.39922,2.657,,0.30283,-0.21964,0.25019,0.24707,0.015725,130.34,129.7,-12.968,0.25487,0.44559,-0.036955,-0.020332,1.1758,0.68427,0.26104,1.6815,1.6815,255,-0.21948,-0.13704,0.98654,0,568,2.8142,137.41,2.6563,10.092,1
0.12699,0.79461,0.1893,1.3075,3.1548,0,0.12699,0.25848,3.0636,0.20539,0.14472,0.20628,0.052664,0.12699,1797.7,0.20304,1.2585,0.12699,0.041452,15.906,,0.13221,0.041452,0.12699,0.12698,0.20304,7.457,0.97039,3.0975,0.25938,0.04724,76.653,4.7638,3.6909,0.13204,3.0775,3.7516,0.38436,0.043101,0.049369,0.15903,0.043155,92.281,76.375,0.95122,1.0906,16.615,0.09786,0.031943,1.013,0.61564,0.20991,1.0529,1.9703,236.92,0.043101,0.6183,0.95874,0.87139,22.947,4.7791,73.349,4.9762,15.705,1
0.1078,0.25389,0.19356,1.7624,19.782,0.1078,0.1078,2.8506,1.0565,0.72372,0.1078,0.42462,0.092702,0.1078,474.78,0.76877,3.9388,0.1078,0.051202,15.403,0.86502,0.08011,0.051202,0.1078,0.72372,0.76877,,0.35031,6.2629,0.11359,0.051202,46.498,7.8497,0.31553,0.08011,2.1383,,0.72372,0.038048,0.058031,0.049837,0.038048,75.015,59.612,1.2133,1.4124,16.273,-0.007266,-0.003451,1.7624,0.25389,0.12739,1.3098,1.3098,354620,0.053448,0.14896,0.94655,0,23.697,6.1229,44.013,8.293,3.8104,1
-0.068034,0.69894,-0.070684,0.81593,-84.48,-0.045772,-0.068034,0.43074,1.3893,0.30106,-0.015375,-0.17717,-0.036062,-0.068034,-5092.2,-0.071679,1.4307,-0.068034,-0.048972,66.067,,-0.015116,-0.048972,-0.068034,0.10088,-0.071679,-0.28706,-0.10293,2.929,0.49899,-0.031132,100.24,3.6572,2.0093,-0.008971,1.3893,0.1964,0.616,-0.006457,0.023223,8.2644,-0.010881,79.975,13.908,-0.27056,0.16108,65.356,-0.033052,-0.023791,0.44827,0.384,0.27343,0.43843,0.89707,-60.026,-0.006458,-0.22598,1.0488,1.0461,5.5247,26.244,100.89,3.6178,2.0231,1
0.095312,0.45287,0.22375,1.6821,-75.193,0,0.095312,1.2081,1.2703,0.54713,0.1027,0.29055,0.096092,0.095312,1354.1,0.26954,2.2081,0.095312,0.075029,133.25,1.373,0.10063,0.075029,0.13148,0.095329,0.26954,13.613,0.4992,3.9228,0.34357,0.080425,101.69,3.601,2.6083,0.093035,1.2839,3.8704,0.56987,0.073237,0.053551,0.1185,0.079215,153.49,20.249,0.20553,1.4672,143.29,0.073873,0.058152,1.2184,0.32804,0.2777,1.2207,1.2714,1873,0.073162,0.17421,0.92008,0.041576,2.7393,18.025,94.253,3.8725,2.8342,1
-0.18288,0.7158,0.043064,1.0602,-90.212,-0.18288,-0.18288,0.32041,0.88378,0.22935,-0.18288,-0.2555,-0.090564,-0.18288,-1836.6,-0.19874,1.397,-0.18288,-0.11643,110.74,0.84469,-0.16958,-0.11643,-0.18288,0.22935,-0.19874,,0.17859,4.368,0.45114,-0.11643,147,2.4831,-0.23691,-0.16958,1.6423,,0.22935,-0.10796,0.012336,-0.18249,-0.10796,174.28,63.54,-0.38374,0.39436,97.871,-0.21021,-0.13382,1.0602,0.7158,0.40273,0.9511,0.9511,1004.9,-0.1315,-0.79741,1.1315,0,3.296,5.7444,166.33,2.1945,6.5142,1
-0.42038,0.50424,0.1565,1.3668,-106.89,-0.42038,-0.4499,0.72102,0.78134,0.36357,-0.4499,-1.0545,-0.44124,-0.4499,-466.74,-0.78203,1.9832,-0.4499,-0.50342,190.46,0.29834,-0.42293,-0.47039,-0.4499,0.36357,-0.72349,,0.37543,4.382,0.56406,-0.50342,136.15,2.6808,-0.83874,-0.42293,0.90399,1.5057,0.44116,-0.47324,0.031471,-0.045126,-0.47324,232.69,42.23,-0.90148,0.27382,148.81,-0.4785,-0.53542,1.1565,0.42666,0.37302,0.87219,1.0583,3771.1,-0.27985,-1.1563,1.2799,0.21341,1.9164,8.6431,174.26,2.0946,2.1439,1
-0.056812,1.0332,-0.47527,0.52311,-96.902,0.014177,-0.080183,-0.03214,3.2162,-0.033207,-0.062133,-0.080455,-0.024931,-0.080183,-4703.2,-0.077607,0.96787,-0.080183,-0.024931,48.901,,-0.06298,-0.017664,-0.080183,-0.042636,-0.054987,-3.4892,-0.99316,3.9472,0.31999,-0.020319,117.75,3.3817,3.262,-0.14736,3.3081,3.3905,-0.00653,-0.045817,0.00506,-0.54684,-0.019582,58.593,9.6922,-0.13185,0.43742,46.666,-0.06298,-0.019582,0.50459,0.99661,0.29571,-0.069391,-0.013646,-4209,0.039497,1.7109,0.93581,-0.80335,7.4641,37.659,113.1,3.2272,6.7209,1
0.00029,0.51641,0.32263,1.6822,-105.34,0.00029,0.003596,0.91841,1.0229,0.47427,0.003596,0.007603,0.081456,0.003596,1904.9,0.19161,1.9364,0.003596,0.00296,191.64,0.85614,0.035068,0.000239,0.003596,0.47427,0.18521,,1.5782,4.1293,0.40934,0.00296,145.36,2.511,0.067908,0.035068,1.2278,3.6304,0.51774,0.028869,0.049907,0.13018,0.028869,231.96,40.32,0.000455,0.33363,196.03,-0.060285,-0.049628,1.5406,0.47295,0.39825,2.32,2.5326,4345.1,0.022385,0.000612,0.97761,0.091642,1.9046,9.0527,142.11,2.5685,5.9421,1
-1.124,2.0261,-1.0518,0.48088,-53.537,-0.018271,-1.124,-0.50626,9.5368,-1.0257,-1.1102,-0.55476,-0.11768,-1.124,-658.95,-0.55391,0.49357,-1.124,-0.11786,19.143,,-1.1103,-0.11786,-1.124,-1.1314,-0.55391,-80.449,-40.787,3.4532,0.2083,-0.11785,69.776,5.2554,5.2554,-1.0613,9.5372,,-1.0257,-0.11128,0.034944,-0.060924,-0.11642,34.579,15.436,-2.2472,0.28182,17.146,-1.112,-0.1166,0.48088,2.0261,0.19028,-39.776,-39.776,-2986,-0.11132,1.0958,1.1165,0,19.067,23.646,77.543,4.7071,369.83,1
-0.19358,2.1841,0.12808,17.085,677.71,-0.19358,-0.19358,-0.55132,1.2933,-1.2041,-0.19358,-24.312,-1.0714,-0.19358,-5246.4,-0.069571,0.45786,-0.19358,-1.3649,0,0.77002,-0.10204,-1.3649,-0.19358,-1.2041,-0.069571,,0.14824,4.2831,14.597,-1.3649,26.501,13.773,-0.046722,-0.10204,0.14379,0.062515,0.97199,-0.7195,14.301,-1.1886,-0.7195,57.046,57.046,,17.085,0,-0.14368,-1.013,0.062287,0.007963,0.072606,-1.3937,1.125,2458,0.22675,0.16077,0.77325,-1.8072,,6.3983,20.492,17.812,0.16416,1
0.020505,0.72335,0.083571,1.1157,-58.304,0.020505,0.029786,0.36083,1.0343,0.261,0.029786,0.041222,0.024985,0.029786,5803.3,0.062895,1.3825,0.029786,0.016358,73.01,2.0182,0.057107,0.011261,0.029786,0.261,0.050064,,0.43108,4.6378,0.39291,0.016358,149.81,2.4364,0.078948,0.057107,1.8311,560.25,0.26179,0.031362,0.013578,0.32659,0.031362,159.62,86.613,0.056296,0.61158,75.518,0.041398,0.022735,1.1144,0.72256,0.41045,1.3463,1.3504,3629.9,0.033202,0.07856,0.9668,0.003022,4.9993,4.2141,144.84,2.5201,9.3925,1
0.001605,0.44054,0.38207,2.3516,-12.965,0,0.003211,1.2697,0.94488,0.55933,0.019532,0.011358,0.027184,0.003211,6260.1,0.058305,2.27,0.003211,0.003398,143.72,,0.017793,0.001699,0.003211,0.4697,0.054661,1.0902,1.1397,3.8736,0.46411,0.017415,111.18,3.3649,2.1591,0.016856,0.94488,,0.55933,0.017839,0.16091,0.36467,0.018831,239.22,95.5,0.004315,1.0355,142.77,-0.004682,-0.004955,1.509,0.28268,0.29719,1.6684,1.6684,2856,0.017839,0.00287,1.0239,0,2.5397,3.822,109.2,3.3426,2.8184,1
-0.034139,2.3143,-2.0643,0.10803,-1006.2,-0.034139,-0.034139,-0.75792,0.92047,-1.754,-0.034139,-0.014751,0.017743,-0.034139,61118,0.005972,0.4321,-0.034139,-0.043826,78.115,0.95322,-0.039963,-0.043826,-0.034139,-1.754,0.005972,,-2.7524,3.4228,2.9671,-0.043826,998.16,0.36567,-0.017268,-0.039963,0.83268,,-1.754,-0.051303,0.001387,9.5149,-0.051303,115.64,37.524,-0.20478,0.035991,71.903,-0.087923,-0.11287,0.10803,2.3143,2.7347,-2.3387,-2.3387,-5465,-0.086396,0.019463,1.0864,0,4.6726,9.7271,1084.4,0.33659,1.0386,1
0.046384,0.39872,0.010254,1.0263,-90.591,0.046384,0.046384,1.2483,1.0158,0.4977,0.046384,0.11898,0.060879,0.046384,2010.6,0.18154,2.508,0.046384,0.039013,85.517,1.0639,-0.045878,0.039013,0.046384,0.4977,0.18154,,0.017094,4.4716,0.3337,0.039013,121.58,3.0021,-0.11506,-0.045878,1.3546,13.72,0.50656,-0.038587,0.055519,-0.65939,-0.038587,116.19,30.671,0.16651,0.31178,86.871,-0.071876,-0.060453,1.0035,0.38986,0.3331,0.82967,0.84444,303.73,0.015591,0.093197,0.98441,0.0178,4.2682,11.9,119.68,3.0497,1.982,1
0.068087,0.056836,0.94316,17.595,136.51,0.68114,0.099162,16.595,2.6408,0.94316,0.20259,1.7447,0.03755,0.099162,209.2,1.7447,17.595,0.099162,0.03755,0,,0.15363,0.025782,0.099162,0.74919,1.198,1.4854,,2.4112,-0.18262,0.03755,8.3407,43.761,43.761,0.15363,2.6898,,0.94316,0.058175,9.4853,0.012332,0.058175,63.702,63.702,,9.4853,0,0.15363,0.058175,17.595,0.056836,0.022851,,,243.11,0.058175,0.07219,0.92468,0,,5.7298,7.8555,46.464,,1
0.027804,0.62891,-0.038646,0.93714,-54.415,0.027804,0.027804,0.59005,1.0163,0.37109,0.027804,0.045222,0.026225,0.027804,2955.5,0.1235,1.5901,0.027804,0.009388,23.037,0.99231,0.032412,0.009388,0.027804,0.37109,0.1235,,-0.091191,4.5417,0.19388,0.009388,77.01,4.7397,0.051537,0.032412,2.9801,27.68,0.38515,0.010944,0.42625,0.25131,0.010944,38.713,15.676,0.14874,0.63312,23.413,-0.017452,-0.005893,0.91619,0.61485,0.21099,0.87563,0.90881,-1345.2,0.016039,0.074927,0.98396,0.037897,15.844,23.284,75.775,4.8169,6.9884,1
0.001122,0.34275,0.074854,1.4709,25.671,0.11073,0.003014,1.9172,0.69515,0.65711,0.017468,0.018966,0.007411,0.003014,24285,0.01503,2.9176,0.003014,0.004337,8.7637,1.0703,0.017276,0.001614,-0.074982,0.6207,0.009508,1.1953,0.097712,3.8669,0.48017,0.010186,85.874,4.268,1.9792,0.019654,0.69576,1.3683,0.81579,0.028272,0.11892,0.58852,0.024852,112.84,104.07,0.067231,0.22393,8.9803,0.015139,0.021778,0.68212,0.15895,0.2343,0.85778,1.0649,551,0.028141,0.001708,0.97503,0.24147,41.649,3.5072,83.457,4.3735,0.90743,1
0.024956,0.52822,-0.08024,0.79233,-100.56,0.024956,0.031987,0.86313,1.0848,0.45592,0.031987,0.082788,0.086535,0.031987,2937.9,0.12424,1.8932,0.031987,0.042179,47.37,1.0147,0.059432,0.032908,0.031987,0.45592,0.11093,,-0.11564,5.7029,0.6816,0.042179,201.73,1.8094,0.11251,0.059432,0.76783,1.4644,0.59776,0.078368,0.047993,0.18659,0.078368,138.42,91.047,0.25357,0.53759,51.386,0.025793,0.034012,0.57956,0.38637,0.55267,0.65707,0.8615,-40484,0.078151,0.054738,0.92185,0.31112,7.7052,4.0089,185.96,1.9628,1.0929,1
0.11237,0.96189,-0.16733,0.80406,-31.588,0,0.11237,0.039624,3.7815,0.038114,0.15207,0.13159,0.052265,0.11237,1776.4,0.20547,1.0396,0.11237,0.029717,13.845,0.95888,0.14985,0.029717,1.1327,0.030789,0.20547,3.7752,-0.53397,4.1352,0.23654,0.03475,86.102,4.2636,3.7853,0.16139,3.7815,5.0331,0.14604,0.042679,0.080395,0.13637,0.039627,59.649,45.804,0.78341,0.63608,14.38,0.064581,0.017078,0.71384,0.85396,0.23454,0.12163,0.46603,-2284.4,0.042679,2.9484,0.97335,2.8316,26.363,7.9687,82.427,4.4281,12.067,1
-0.25547,0.38972,-0.086345,0.72518,-43.869,0,-0.25547,1.5659,1.3091,0.61028,-0.24925,-0.81312,-0.19515,-0.25547,-556.81,-0.65552,2.5659,-0.25547,-0.19515,30.427,0.72745,-0.25343,-0.19515,-0.47018,0.60449,-0.65552,-76.134,-0.11182,2.9295,0.29509,-0.19515,110.32,5.1532,4.1544,-0.16723,1.3653,,0.61028,-0.12774,0.016697,-0.051261,-0.19358,62.063,31.637,-2.341,0.36403,24.602,-0.25343,-0.19358,0.58463,0.31419,0.19406,0.79035,0.79035,-73.41,0.20597,-0.41862,0.86557,0,11.996,11.537,87.6,4.1667,1.6954,1
0.059073,0.75038,-0.13113,0.82525,-24.393,0,0.059073,0.33265,8.1895,0.24962,0.083774,0.078724,0.010728,0.059073,3117.4,0.11709,1.3327,0.059073,0.007213,19.633,0.97357,0.074311,0.007213,-0.27184,0.20688,0.11709,3.0084,-0.3444,2.7635,0.087561,0.010229,31.149,11.738,11.738,-0.60342,8.8827,,0.24962,-0.073681,0.07537,0.24261,0.009074,25.079,5.4462,0.1341,0.66241,18.254,0.045524,0.005559,0.82525,0.75038,0.085191,0.6556,0.6556,-76.07,-0.073669,0.23665,0.99162,0,18.591,67.019,33.444,10.914,21.509,1
